timestamp,load,gen_pv,price,P_pv_use,P_ch,P_dis,P_grid_imp,P_grid_exp,E
2022-08-31T21:00:00.000Z,0.361,0,309.99,0,0,0,0.361,0,5
2022-08-31T22:00:00.000Z,0.354,0,309.99,0,0,0,0.354,0,5
2022-08-31T23:00:00.000Z,0.347,0,309.93,0,0,0,0.347,0,5
2022-09-01T00:00:00.000Z,0.2,0.017,309.91,0,0.017,0,0.217,0,5.01615
2022-09-01T01:00:00.000Z,0.003,2.314,176.93,0,2.314,0,2.317,0,7.21445
2022-09-01T02:00:00.000Z,0.053,3.796,309.97,2.2244737,1.5715263,0,0,0.59994737,8.7074
2022-09-01T03:00:00.000Z,0.003,5.978,532.8,5.978,0,0,0,5.975,8.7074
2022-09-01T04:00:00.000Z,0,8.804,646.7,8.804,0,0,0,8.804,8.7074
2022-09-01T05:00:00.000Z,0,10.616,671.46,10.308,0.308,0,0,10,9
2022-09-01T06:00:00.000Z,0,7.519,671.34,7.519,0,0,0,7.519,9
2022-09-01T07:00:00.000Z,0,7.288,618.6,7.288,0,0,0,7.288,9
2022-09-01T08:00:00.000Z,0,8.475,587.13,8.475,0,0,0,8.475,9
2022-09-01T09:00:00.000Z,0,5.544,609.14,5.544,0,0,0,5.544,9
2022-09-01T10:00:00.000Z,0,4.468,603.56,4.468,0,0,0,4.468,9
2022-09-01T11:00:00.000Z,0,2.446,605.53,2.446,0,0,0,2.446,9
2022-09-01T12:00:00.000Z,0.193,1.463,609.16,1.463,0,0,0,1.27,9
2022-09-01T13:00:00.000Z,0.902,0.106,627.37,0.106,0,0,0.796,0,9
2022-09-01T14:00:00.000Z,1.013,0,621.05,0,0,0,1.013,0,9
2022-09-01T15:00:00.000Z,0.519,0,661.21,0,0,0,0.519,0,9
2022-09-01T16:00:00.000Z,2.046,0,692.86,0,0,1.6,0.446,0,7.3157895
2022-09-01T17:00:00.000Z,1.439,0,736.23,0,0,3,0,1.561,4.1578947
2022-09-01T18:00:00.000Z,1.729,0,711.29,0,0,3,0,1.271,1
2022-09-01T19:00:00.000Z,0.394,0,644.17,0,0,0,0.394,0,1
2022-09-01T20:00:00.000Z,0.371,0,575.32,0,0,0,0.371,0,1
2022-09-01T21:00:00.000Z,0.354,0,501.68,0,0,0,0.354,0,1
2022-09-01T22:00:00.000Z,0.36,0,456.05,0,0,0,0.36,0,1
2022-09-01T23:00:00.000Z,0.363,0,408.69,0,0,0,0.363,0,1
2022-09-02T00:00:00.000Z,0.208,0.016,385.86,0.016,-0,0,0.192,0,1
2022-09-02T01:00:00.000Z,0.008,2.413,353.97,2.413,0,0,0,2.405,1
2022-09-02T02:00:00.000Z,0,4.737,391.73,4.737,0,0,0,4.737,1
2022-09-02T03:00:00.000Z,0,8.387,445.42,8.387,0,0,0,8.387,1
2022-09-02T04:00:00.000Z,0,10.051,532.14,10.0255,0.0255,0,0,10,1.024225
2022-09-02T05:00:00.000Z,0,9.92,566.1,9.92,0,0,0,9.92,1.024225
2022-09-02T06:00:00.000Z,0.002,12.087,582.63,11.0445,1.0425,0,0,10,2.0146
2022-09-02T07:00:00.000Z,0.007,11.14,529.89,10.5735,0.5665,0,0,10,2.552775
2022-09-02T08:00:00.000Z,0,10.76,497.53,10.38,0.38,0,0,10,2.913775
2022-09-02T09:00:00.000Z,0,5.652,477.64,5.652,0,0,0,5.652,2.913775
2022-09-02T10:00:00.000Z,0,3.705,410.59,3.705,0,0,0,3.705,2.913775
2022-09-02T11:00:00.000Z,0,1.669,415.04,1.669,0,0,0,1.669,2.913775
2022-09-02T12:00:00.000Z,0.005,0.928,399.67,0.928,0,0,0,0.923,2.913775
2022-09-02T13:00:00.000Z,0.107,0.112,445.81,0.112,0,0,0,0.005,2.913775
2022-09-02T14:00:00.000Z,0.789,0,463.94,0,0,0,0.789,0,2.913775
2022-09-02T15:00:00.000Z,1.144,0,527.58,0,0,0,1.144,0,2.913775
2022-09-02T16:00:00.000Z,1.388,0,552.92,0,0,0,1.388,0,2.913775
2022-09-02T17:00:00.000Z,0.845,0,602.72,0,0,1.8180863,0,0.97308625,1
2022-09-02T18:00:00.000Z,0.623,0,558.92,0,0,0,0.623,0,1
2022-09-02T19:00:00.000Z,0.942,0,400.06,0,0,0,0.942,0,1
2022-09-02T20:00:00.000Z,0.364,0,350.2,0,0,0,0.364,0,1
2022-09-02T21:00:00.000Z,0.354,0,189.29,0,0,0,0.354,0,1
2022-09-02T22:00:00.000Z,0.352,0,268.83,0,0,0,0.352,0,1
2022-09-02T23:00:00.000Z,0.352,0,218.98,0,0,0,0.352,0,1
2022-09-03T00:00:00.000Z,0.207,0.016,250,0.016,2.3373116e-16,0,0.191,0,1
2022-09-03T01:00:00.000Z,0.002,2.095,250.03,2.095,0,0,0,2.093,1
2022-09-03T02:00:00.000Z,0,4.223,243.33,4.223,0,0,0,4.223,1
2022-09-03T03:00:00.000Z,0,8.346,291.67,8.346,0,0,0,8.346,1
2022-09-03T04:00:00.000Z,0,7.42,275,7.42,0,0,0,7.42,1
2022-09-03T05:00:00.000Z,0,10.789,370.08,10.3945,0.3945,0,0,10,1.374775
2022-09-03T06:00:00.000Z,0,9.518,400.57,9.518,0,0.35603625,0,9.8740363,1
2022-09-03T07:00:00.000Z,0,11.065,369.58,10.5325,0.5325,0,0,10,1.505875
2022-09-03T08:00:00.000Z,0,7.307,201.77,7.307,0,0,0,7.307,1.505875
2022-09-03T09:00:00.000Z,0,5.174,128.28,3.6624474,1.5115526,0,0,2.1508947,2.94185
2022-09-03T10:00:00.000Z,0,3.674,110.49,0.674,3,0,2.326,0,5.79185
2022-09-03T11:00:00.000Z,0,3.078,113.17,0.078,3,0,2.922,0,8.64185
2022-09-03T12:00:00.000Z,0.42,0.377,112.54,0,0.377,0,0.797,0,9
2022-09-03T13:00:00.000Z,0.708,0.019,161.95,0.019,0,0,0.689,0,9
2022-09-03T14:00:00.000Z,1.369,0,240.01,0,0,0,1.369,0,9
2022-09-03T15:00:00.000Z,1.323,0,295.79,0,0,0,1.323,0,9
2022-09-03T16:00:00.000Z,0.792,0,453.63,0,0,1.6,0,0.808,7.3157895
2022-09-03T17:00:00.000Z,1.271,0,530,0,0,3,0,1.729,4.1578947
2022-09-03T18:00:00.000Z,0.684,0,508.82,0,0,3,0,2.316,1
2022-09-03T19:00:00.000Z,0.59,0,404.66,0,0,0,0.59,0,1
2022-09-03T20:00:00.000Z,0.365,0,374.35,0,0,0,0.365,0,1
2022-09-03T21:00:00.000Z,0.351,0,308.04,0,0,0,0.351,0,1
2022-09-03T22:00:00.000Z,0.352,0,208.01,0,0,0,0.352,0,1
2022-09-03T23:00:00.000Z,0.35,0,115.27,0,0,0,0.35,0,1
2022-09-04T00:00:00.000Z,0.217,0.012,90.07,0,0.012,0,0.229,0,1.0114
2022-09-04T01:00:00.000Z,0.008,2.294,90.05,0,2.294,0,2.302,0,3.1907
2022-09-04T02:00:00.000Z,0,4.657,90.07,1.657,3,0,1.343,0,6.0407
2022-09-04T03:00:00.000Z,0,8.246,167.64,8.246,0,0,0,8.246,6.0407
2022-09-04T04:00:00.000Z,0,10.085,211.07,10.0425,0.0425,0,0,10,6.081075
2022-09-04T05:00:00.000Z,0.018,10.409,226.39,10.2135,0.1955,0,0,10,6.2668
2022-09-04T06:00:00.000Z,0.017,9.476,209.95,9.476,0,0.11096,0,9.56996,6.15
2022-09-04T07:00:00.000Z,0,5.827,179.31,5.827,0,0,0,5.827,6.15
2022-09-04T08:00:00.000Z,0,8.544,114.84,8.544,0,0,0,8.544,6.15
2022-09-04T09:00:00.000Z,0,4.949,92.41,1.949,3,0,1.051,0,9
2022-09-04T10:00:00.000Z,0,3.015,99.95,3.015,0,0,0,3.015,9
2022-09-04T11:00:00.000Z,0.022,3.074,100.01,3.074,0,0,0,3.052,9
2022-09-04T12:00:00.000Z,0.385,0.375,110.38,0.375,0,0,0.01,0,9
2022-09-04T13:00:00.000Z,0.666,0.008,116.52,0.008,0,0,0.658,0,9
2022-09-04T14:00:00.000Z,1.647,0,232.25,0,0,0,1.647,0,9
2022-09-04T15:00:00.000Z,2.088,0,375,0,0,0,2.088,0,9
2022-09-04T16:00:00.000Z,0.656,0,455.47,0,0,1.6,0,0.944,7.3157895
2022-09-04T17:00:00.000Z,0.481,0,509.93,0,0,3,0,2.519,4.1578947
2022-09-04T18:00:00.000Z,0.526,0,509.93,0,0,3,0,2.474,1
2022-09-04T19:00:00.000Z,1.063,0,445,0,0,0,1.063,0,1
2022-09-04T20:00:00.000Z,0.36,0,409.67,0,0,0,0.36,0,1
2022-09-04T21:00:00.000Z,0.359,0,240.71,0,0,0,0.359,0,1
2022-09-04T22:00:00.000Z,0.358,0,182.91,0,0,0,0.358,0,1
2022-09-04T23:00:00.000Z,0.353,0,182.99,0,0,0,0.353,0,1
2022-09-05T00:00:00.000Z,0.219,0.01,191.53,0,0.01,0,0.229,0,1.0095
2022-09-05T01:00:00.000Z,0.017,1.87,210,0,1.87,0,1.887,0,2.786
2022-09-05T02:00:00.000Z,0,4.672,239.33,1.672,3,0,1.328,0,5.636
2022-09-05T03:00:00.000Z,0,8.31,367.52,8.31,0,0,0,8.31,5.636
2022-09-05T04:00:00.000Z,0,9.923,459.9,9.923,0,0,0,9.923,5.636
2022-09-05T05:00:00.000Z,0.007,6.997,506.5,6.997,0,0,0,6.99,5.636
2022-09-05T06:00:00.000Z,0.02,7.544,519.93,7.544,0,0,0,7.524,5.636
2022-09-05T07:00:00.000Z,0,4.415,478.92,4.415,0,0,0,4.415,5.636
2022-09-05T08:00:00.000Z,0.097,3.592,431.66,3.592,0,0,0,3.495,5.636
2022-09-05T09:00:00.000Z,0.042,5.158,387.98,5.158,0,0,0,5.116,5.636
2022-09-05T10:00:00.000Z,0,3.657,379.64,3.657,0,0,0,3.657,5.636
2022-09-05T11:00:00.000Z,0.31,2.088,343.62,2.088,0,0,0,1.778,5.636
2022-09-05T12:00:00.000Z,0,0.781,293.05,0.781,0,0,0,0.781,5.636
2022-09-05T13:00:00.000Z,0.342,0.019,379.62,0.019,0,0,0.323,0,5.636
2022-09-05T14:00:00.000Z,1.557,0,391.8,0,0,0,1.557,0,5.636
2022-09-05T15:00:00.000Z,0.967,0,487.05,0,0,0,0.967,0,5.636
2022-09-05T16:00:00.000Z,0.777,0,549.9,0,0,1.4042,0,0.6272,4.1578947
2022-09-05T17:00:00.000Z,1.065,0,582.97,0,0,3,0,1.935,1
2022-09-05T18:00:00.000Z,0.369,0,506.82,0,0,0,0.369,0,1
2022-09-05T19:00:00.000Z,0.358,0,410.06,0,0,0,0.358,0,1
2022-09-05T20:00:00.000Z,0.359,0,268.44,0,0,0,0.359,0,1
2022-09-05T21:00:00.000Z,0.348,0,147.97,0,0,0,0.348,0,1
2022-09-05T22:00:00.000Z,0.348,0,55.74,0,0,0,0.348,0,1
2022-09-05T23:00:00.000Z,0.348,0,59.49,0,0,0,0.348,0,1
2022-09-06T00:00:00.000Z,0.239,0.002,136.93,0,0.002,0,0.241,0,1.0019
2022-09-06T01:00:00.000Z,0.465,0.361,137.09,0,0.361,0,0.826,0,1.34485
2022-09-06T02:00:00.000Z,0,3.113,74.69,0.113,3,0,2.887,0,4.19485
2022-09-06T03:00:00.000Z,0,3.301,169.91,0.301,3,0,2.699,0,7.04485
2022-09-06T04:00:00.000Z,0,5.084,425.01,5.084,0,0,0,5.084,7.04485
2022-09-06T05:00:00.000Z,0,8.074,525.05,8.074,0,0,0,8.074,7.04485
2022-09-06T06:00:00.000Z,0,10.184,548.26,10.092,0.092,0,0,10,7.13225
2022-09-06T07:00:00.000Z,0,5.826,466.98,5.826,0,0,0,5.826,7.13225
2022-09-06T08:00:00.000Z,0,7.342,431.07,7.342,0,0,0,7.342,7.13225
2022-09-06T09:00:00.000Z,0.196,5.861,304.49,5.861,0,0,0,5.665,7.13225
2022-09-06T10:00:00.000Z,0.036,4.755,255.17,4.755,0,0,0,4.719,7.13225
2022-09-06T11:00:00.000Z,0.087,3.036,267.1,3.036,0,0,0,2.949,7.13225
2022-09-06T12:00:00.000Z,0.383,0.562,274.92,0.562,0,0,0,0.179,7.13225
2022-09-06T13:00:00.000Z,0.298,0.017,355.23,0.017,0,0,0.281,0,7.13225
2022-09-06T14:00:00.000Z,0.953,0,416.16,0,0,0,0.953,0,7.13225
2022-09-06T15:00:00.000Z,1.434,0,449.94,0,0,0,1.434,0,7.13225
2022-09-06T16:00:00.000Z,0.623,0,529.93,0,0,0,0.623,0,7.13225
2022-09-06T17:00:00.000Z,0.934,0,553.08,0,0,3,0,2.066,3.9743553
2022-09-06T18:00:00.000Z,0.388,0,539.93,0,0,2.8256375,0,2.4376375,1
2022-09-06T19:00:00.000Z,0.378,0,463.26,0,0,0,0.378,0,1
2022-09-06T20:00:00.000Z,0.358,0,338.81,0,0,0,0.358,0,1
2022-09-06T21:00:00.000Z,0.353,0,245.01,0,0,0,0.353,0,1
2022-09-06T22:00:00.000Z,0.35,0,415.26,0,0,0,0.35,0,1
2022-09-06T23:00:00.000Z,0.348,0,332.58,0,0,0,0.348,0,1
2022-09-07T00:00:00.000Z,0.227,0.008,219.05,0,0.008,0,0.235,0,1.0076
2022-09-07T01:00:00.000Z,0.033,1.324,337.11,1.324,0,0,0,1.291,1.0076
2022-09-07T02:00:00.000Z,0,4.579,328.3,4.579,0,0,0,4.579,1.0076
2022-09-07T03:00:00.000Z,0,7.531,324.2,7.531,0,0,0,7.531,1.0076
2022-09-07T04:00:00.000Z,0,9.847,484.68,9.847,0,0,0,9.847,1.0076
2022-09-07T05:00:00.000Z,0,11.667,519.9,10.8335,0.8335,0,0,10,1.799425
2022-09-07T06:00:00.000Z,0,11.922,524.77,10.961,0.961,0,0,10,2.712375
2022-09-07T07:00:00.000Z,0,11.153,501.2,10.5765,0.5765,0,0,10,3.26005
2022-09-07T08:00:00.000Z,0.001,7.561,480.86,7.561,0,0,0,7.56,3.26005
2022-09-07T09:00:00.000Z,0,6.956,458.13,6.956,0,0,0,6.956,3.26005
2022-09-07T10:00:00.000Z,0,4.08,423.63,4.08,0,0,0,4.08,3.26005
2022-09-07T11:00:00.000Z,0.024,0.477,417.8,0.477,0,0,0,0.453,3.26005
2022-09-07T12:00:00.000Z,0.259,0.591,422.82,0.591,0,0,0,0.332,3.26005
2022-09-07T13:00:00.000Z,1.065,0,425.02,0,0,0,1.065,0,3.26005
2022-09-07T14:00:00.000Z,1.664,0,434.64,0,0,0,1.664,0,3.26005
2022-09-07T15:00:00.000Z,1.766,0,508.47,0,0,0,1.766,0,3.26005
2022-09-07T16:00:00.000Z,0.791,0,528.37,0,0,0,0.791,0,3.26005
2022-09-07T17:00:00.000Z,0.67,0,550.01,0,0,2.1470475,0,1.4770475,1
2022-09-07T18:00:00.000Z,0.958,0,501.8,0,0,0,0.958,0,1
2022-09-07T19:00:00.000Z,0.359,0,400.05,0,0,0,0.359,0,1
2022-09-07T20:00:00.000Z,0.363,0,487.01,0,0,0,0.363,0,1
2022-09-07T21:00:00.000Z,0.356,0,439.81,0,0,0,0.356,0,1
2022-09-07T22:00:00.000Z,0.362,0,92.85,0,0,0,0.362,0,1
2022-09-07T23:00:00.000Z,0.356,0,126.03,0,0,0,0.356,0,1
2022-09-08T00:00:00.000Z,0.231,0.006,120.06,0,0.006,0,0.237,0,1.0057
2022-09-08T01:00:00.000Z,0.012,1.782,123.21,0,1.782,0,1.794,0,2.6986
2022-09-08T02:00:00.000Z,0,4.598,190.56,1.598,3,0,1.402,0,5.5486
2022-09-08T03:00:00.000Z,0,7.992,404.13,7.992,0,0,0,7.992,5.5486
2022-09-08T04:00:00.000Z,0,10.441,502.01,10.2205,0.2205,0,0,10,5.758075
2022-09-08T05:00:00.000Z,0,11.77,520,10.885,0.885,0,0,10,6.598825
2022-09-08T06:00:00.000Z,0.032,6.449,524.06,6.449,0,3,0,9.417,3.4409303
2022-09-08T07:00:00.000Z,0,9.066,510.57,9.066,0,0,0,9.066,3.4409303
2022-09-08T08:00:00.000Z,0.013,9.551,485.54,9.551,0,0,0,9.538,3.4409303
2022-09-08T09:00:00.000Z,0,3.809,300.08,3.809,0,0,0,3.809,3.4409303
2022-09-08T10:00:00.000Z,0,5.805,287.3,5.805,0,0,0,5.805,3.4409303
2022-09-08T11:00:00.000Z,0.277,2.918,266.94,2.918,0,0,0,2.641,3.4409303
2022-09-08T12:00:00.000Z,0.011,0.688,219.04,0,0.688,0,0.699,0,4.0945303
2022-09-08T13:00:00.000Z,0.278,0.004,248.34,0.004,0,0,0.274,0,4.0945303
2022-09-08T14:00:00.000Z,1.536,0,289.33,0,0,0,1.536,0,4.0945303
2022-09-08T15:00:00.000Z,0.832,0,439.34,0,0,0,0.832,0,4.0945303
2022-09-08T16:00:00.000Z,1.316,0,504.91,0,0,0,1.316,0,4.0945303
2022-09-08T17:00:00.000Z,0.524,0,479.97,0,0,0,0.524,0,4.0945303
2022-09-08T18:00:00.000Z,0.383,0,511.67,0,0,2.9398038,0,2.5568038,1
2022-09-08T19:00:00.000Z,0.361,0,360.01,0,0,0,0.361,0,1
2022-09-08T20:00:00.000Z,0.366,0,163.91,0,0,0,0.366,0,1
2022-09-08T21:00:00.000Z,0.732,0,85.81,0,0,0,0.732,0,1
2022-09-08T22:00:00.000Z,0.466,0,300.01,0,0,0,0.466,0,1
2022-09-08T23:00:00.000Z,0.351,0,238.2,0,0,0,0.351,0,1
2022-09-09T00:00:00.000Z,0.228,0.008,112.05,0,0.008,0,0.236,0,1.0076
2022-09-09T01:00:00.000Z,0.054,1.941,105.69,0,1.941,0,1.995,0,2.85155
2022-09-09T02:00:00.000Z,0,4.766,226.87,4.766,0,0,0,4.766,2.85155
2022-09-09T03:00:00.000Z,0.022,5.895,278.7,5.895,0,0,0,5.873,2.85155
2022-09-09T04:00:00.000Z,0,9.869,303.89,9.869,0,0,0,9.869,2.85155
2022-09-09T05:00:00.000Z,0,10.302,379.41,10.151,0.151,0,0,10,2.995
2022-09-09T06:00:00.000Z,0,5.543,392.1,5.543,0,0,0,5.543,2.995
2022-09-09T07:00:00.000Z,0,6.63,366.97,6.63,0,0,0,6.63,2.995
2022-09-09T08:00:00.000Z,0,6.889,344.6,6.889,0,0,0,6.889,2.995
2022-09-09T09:00:00.000Z,0.021,3.52,321.95,3.52,0,0,0,3.499,2.995
2022-09-09T10:00:00.000Z,0,4.587,296.52,4.587,0,0,0,4.587,2.995
2022-09-09T11:00:00.000Z,0,2.913,279.06,2.913,0,0,0,2.913,2.995
2022-09-09T12:00:00.000Z,0.057,0.578,250.27,0.578,0,0,0,0.521,2.995
2022-09-09T13:00:00.000Z,0.216,0.024,258.29,0.024,0,0,0.192,0,2.995
2022-09-09T14:00:00.000Z,1.256,0,262.78,0,0,0,1.256,0,2.995
2022-09-09T15:00:00.000Z,0.815,0,315.46,0,0,0,0.815,0,2.995
2022-09-09T16:00:00.000Z,0.759,0,449.45,0,0,0,0.759,0,2.995
2022-09-09T17:00:00.000Z,0.668,0,462.98,0,0,1.89525,0,1.22725,1
2022-09-09T18:00:00.000Z,1.165,0,429.26,0,0,0,1.165,0,1
2022-09-09T19:00:00.000Z,0.419,0,300.01,0,0,0,0.419,0,1
2022-09-09T20:00:00.000Z,0.365,0,161.26,0,0,0,0.365,0,1
2022-09-09T21:00:00.000Z,0.356,0,150.05,0,0,0,0.356,0,1
2022-09-09T22:00:00.000Z,0.356,0,91.06,0,0,0,0.356,0,1
2022-09-09T23:00:00.000Z,0.366,0,90.28,0,0,0,0.366,0,1
2022-09-10T00:00:00.000Z,0.228,0.012,91.18,0,0.012,0,0.24,0,1.0114
2022-09-10T01:00:00.000Z,0,1.252,93.24,0,1.252,0,1.252,0,2.2008
2022-09-10T02:00:00.000Z,0,3.685,95.06,0.685,3,0,2.315,0,5.0508
2022-09-10T03:00:00.000Z,0.006,6.197,200,3.197,3,0,0,0.191,7.9008
2022-09-10T04:00:00.000Z,0,7.669,381.3,7.669,0,0,0,7.669,7.9008
2022-09-10T05:00:00.000Z,0,9.571,411.07,9.571,0,0,0,9.571,7.9008
2022-09-10T06:00:00.000Z,0,10.46,427.72,10.23,0.23,0,0,10,8.1193
2022-09-10T07:00:00.000Z,0,5.387,400.01,5.387,0,0,0,5.387,8.1193
2022-09-10T08:00:00.000Z,0,3.37,419.9,3.37,0,0,0,3.37,8.1193
2022-09-10T09:00:00.000Z,0,1.951,418.36,1.951,0,0,0,1.951,8.1193
2022-09-10T10:00:00.000Z,0,0.558,399.98,0.558,0,0,0,0.558,8.1193
2022-09-10T11:00:00.000Z,0.551,0.056,355,0.056,0,0,0.495,0,8.1193
2022-09-10T12:00:00.000Z,0.227,0.015,348.99,0.015,0,0,0.212,0,8.1193
2022-09-10T13:00:00.000Z,0.515,0,353.39,0,0,0,0.515,0,8.1193
2022-09-10T14:00:00.000Z,0.821,0,371.98,0,0,0,0.821,0,8.1193
2022-09-10T15:00:00.000Z,0.784,0,436.24,0,0,0,0.784,0,8.1193
2022-09-10T16:00:00.000Z,1.557,0,469.52,0,0,0.763335,0.793665,0,7.3157895
2022-09-10T17:00:00.000Z,1.099,0,491.86,0,0,3,0,1.901,4.1578947
2022-09-10T18:00:00.000Z,0.678,0,483.98,0,0,3,0,2.322,1
2022-09-10T19:00:00.000Z,0.366,0,459.95,0,0,0,0.366,0,1
2022-09-10T20:00:00.000Z,0.364,0,400,0,0,0,0.364,0,1
2022-09-10T21:00:00.000Z,0.354,0,437.01,0,0,0,0.354,0,1
2022-09-10T22:00:00.000Z,0.357,0,411.33,0,0,0,0.357,0,1
2022-09-10T23:00:00.000Z,0.354,0,260.52,0,0,0,0.354,0,1
2022-09-11T00:00:00.000Z,0.244,0,250.94,0,0,0,0.244,0,1
2022-09-11T01:00:00.000Z,0.211,0.011,245.14,0.011,-0,0,0.2,0,1
2022-09-11T02:00:00.000Z,0.076,0.229,237.15,0.229,0,0,0,0.153,1
2022-09-11T03:00:00.000Z,0.006,0.341,237.64,0.341,0,0,0,0.335,1
2022-09-11T04:00:00.000Z,0,0.69,369.93,0.69,0,0,0,0.69,1
2022-09-11T05:00:00.000Z,0.202,0.935,385.01,0.935,0,0,0,0.733,1
2022-09-11T06:00:00.000Z,0.372,1.116,402.13,1.116,0,0,0,0.744,1
2022-09-11T07:00:00.000Z,0.692,1.054,402.13,1.054,0,0,0,0.362,1
2022-09-11T08:00:00.000Z,0,1.125,388.5,1.125,0,0,0,1.125,1
2022-09-11T09:00:00.000Z,0.276,0.577,380.04,0.577,0,0,0,0.301,1
2022-09-11T10:00:00.000Z,0.095,0.298,360,0.298,0,0,0,0.203,1
2022-09-11T11:00:00.000Z,1.097,0.078,295,0.078,0,0,1.019,0,1
2022-09-11T12:00:00.000Z,0.3,0.001,251.8,0.001,0,0,0.299,0,1
2022-09-11T13:00:00.000Z,0.695,0,297,0,0,0,0.695,0,1
2022-09-11T14:00:00.000Z,0.843,0,343.1,0,0,0,0.843,0,1
2022-09-11T15:00:00.000Z,0.744,0,404.32,0,0,0,0.744,0,1
2022-09-11T16:00:00.000Z,0.751,0,459.99,0,0,0,0.751,0,1
2022-09-11T17:00:00.000Z,1.237,0,505.94,0,0,0,1.237,0,1
2022-09-11T18:00:00.000Z,0.43,0,517.2,0,0,0,0.43,0,1
2022-09-11T19:00:00.000Z,0.366,0,484.94,0,0,0,0.366,0,1
2022-09-11T20:00:00.000Z,0.879,0,440.43,0,0,0,0.879,0,1
2022-09-11T21:00:00.000Z,0.392,0,390.4,0,0,0,0.392,0,1
2022-09-11T22:00:00.000Z,0.358,0,338.76,0,0,0,0.358,0,1
2022-09-11T23:00:00.000Z,0.358,0,300,0,0,0,0.358,0,1
2022-09-12T00:00:00.000Z,0.32,0,299.98,0,0,0,0.32,0,1
2022-09-12T01:00:00.000Z,0.065,0.184,341.5,0.184,-0,0,0,0.119,1
2022-09-12T02:00:00.000Z,0,1.439,344.91,1.439,0,0,0,1.439,1
2022-09-12T03:00:00.000Z,0,3.903,389.05,3.903,0,0,0,3.903,1
2022-09-12T04:00:00.000Z,0.039,2.86,466.38,2.86,0,0,0,2.821,1
2022-09-12T05:00:00.000Z,0.024,3.548,502.72,3.548,0,0,0,3.524,1
2022-09-12T06:00:00.000Z,0,3.121,502.26,3.121,0,0,0,3.121,1
2022-09-12T07:00:00.000Z,0,2.448,467.6,2.448,0,0,0,2.448,1
2022-09-12T08:00:00.000Z,0.032,1.01,407.53,1.01,0,0,0,0.978,1
2022-09-12T09:00:00.000Z,0.069,0.533,411.56,0.533,0,0,0,0.464,1
2022-09-12T10:00:00.000Z,0.171,0.755,401.77,0.755,0,0,0,0.584,1
2022-09-12T11:00:00.000Z,0.49,0.27,389.41,0.27,0,0,0.22,0,1
2022-09-12T12:00:00.000Z,0.13,0.038,507.91,0.038,0,0,0.092,0,1
2022-09-12T13:00:00.000Z,0.619,0,405.39,0,0,0,0.619,0,1
2022-09-12T14:00:00.000Z,2.659,0,479.82,0,0,0,2.659,0,1
2022-09-12T15:00:00.000Z,1.835,0,471.71,0,0,0,1.835,0,1
2022-09-12T16:00:00.000Z,1.992,0,490.72,0,0,0,1.992,0,1
2022-09-12T17:00:00.000Z,2.43,0,585.2,0,0,0,2.43,0,1
2022-09-12T18:00:00.000Z,1.054,0,464.73,0,0,0,1.054,0,1
2022-09-12T19:00:00.000Z,0.365,0,453.21,0,0,0,0.365,0,1
2022-09-12T20:00:00.000Z,1.062,0,371.23,0,0,0,1.062,0,1
2022-09-12T21:00:00.000Z,1.395,0,388.1,0,0,0,1.395,0,1
2022-09-12T22:00:00.000Z,0.354,0,345.06,0,0,0,0.354,0,1
2022-09-12T23:00:00.000Z,0.355,0,378.16,0,0,0,0.355,0,1
2022-09-13T00:00:00.000Z,1.304,0,457.34,0,0,0,1.304,0,1
2022-09-13T01:00:00.000Z,1.136,0.148,377.34,0.148,-0,0,0.988,0,1
2022-09-13T02:00:00.000Z,0,1.391,412.92,1.391,0,0,0,1.391,1
2022-09-13T03:00:00.000Z,0,2.503,424.36,2.503,0,0,0,2.503,1
2022-09-13T04:00:00.000Z,0.038,1.716,448.89,1.716,0,0,0,1.678,1
2022-09-13T05:00:00.000Z,0.058,2.843,585.12,2.843,0,0,0,2.785,1
2022-09-13T06:00:00.000Z,0.287,3.301,644.75,3.301,0,0,0,3.014,1
2022-09-13T07:00:00.000Z,0,3.282,504.87,3.282,0,0,0,3.282,1
2022-09-13T08:00:00.000Z,0.179,2.35,458.86,2.35,0,0,0,2.171,1
2022-09-13T09:00:00.000Z,0.209,1.652,429.68,1.652,0,0,0,1.443,1
2022-09-13T10:00:00.000Z,0.126,1.645,368.56,1.645,0,0,0,1.519,1
2022-09-13T11:00:00.000Z,0.053,0.289,365.26,0.289,0,0,0,0.236,1
2022-09-13T12:00:00.000Z,0.119,0.038,378.62,0.038,0,0,0.081,0,1
2022-09-13T13:00:00.000Z,1.358,0,464.71,0,0,0,1.358,0,1
2022-09-13T14:00:00.000Z,1.429,0,585.17,0,0,0,1.429,0,1
2022-09-13T15:00:00.000Z,2.212,0,714.43,0,0,0,2.212,0,1
2022-09-13T16:00:00.000Z,1.651,0,552.42,0,0,0,1.651,0,1
2022-09-13T17:00:00.000Z,1.447,0,720.39,0,0,0,1.447,0,1
2022-09-13T18:00:00.000Z,1.053,0,531.69,0,0,0,1.053,0,1
2022-09-13T19:00:00.000Z,0.368,0,459.13,0,0,0,0.368,0,1
2022-09-13T20:00:00.000Z,1.88,0,400,0,0,0,1.88,0,1
2022-09-13T21:00:00.000Z,0.88,0,200.06,0,0,0,0.88,0,1
2022-09-13T22:00:00.000Z,0.388,0,799.08,0,0,0,0.388,0,1
2022-09-13T23:00:00.000Z,0.358,0,405.19,0,0,0,0.358,0,1
